title,std_title,category,n
理财经理,理财经理,财富管理与投资顾问,72
证券投资顾问,投资顾问,财富管理与投资顾问,72
财富经理,财富经理,财富管理与投资顾问,67
投资顾问,投资顾问,财富管理与投资顾问,67
理财顾问,理财经理,财富管理与投资顾问,64
财富顾问,财富经理,财富管理与投资顾问,62
证券理财经理,证券理财经理,财富管理与投资顾问,44
Java,java开发工程师,软件研发与测试运维,40
证券经纪人,证券经纪人,客户营销与销售,40
客户经理,客户经理,客户营销与销售,39
Java开发工程师,java开发工程师,软件研发与测试运维,26
测试工程师,测试工程师,软件研发与测试运维,21
证券客户经理,客户经理,客户营销与销售,21
前端开发工程师,前端开发工程师,软件研发与测试运维,21
java开发工程师,java开发工程师,软件研发与测试运维,18
产品经理,产品经理,产品与需求管理,16
中级java开发工程师,java开发工程师,软件研发与测试运维,16
证券财富顾问,财富经理,财富管理与投资顾问,16
机构业务岗,机构业务,客户营销与销售,15
财富总监,财富总监,财富管理与投资顾问,12
证券理财顾问,理财经理,财富管理与投资顾问,12
java开发,java开发工程师,软件研发与测试运维,11
java,java开发工程师,软件研发与测试运维,10
助理财富顾问,助理财富顾问,财富管理与投资顾问,9
运维工程师,运维工程师,软件研发与测试运维,9
证券,证券,其他运营支持,9
实施工程师,实施工程师,产品与需求管理,8
项目经理,项目经理,产品与需求管理,8
证券分析师,证券分析师,投资研究与投行,7
副总经理,副总经理,客户营销与销售,7
证券公司机构业务经理,证券公司机构业务经理,客户营销与销售,7
零售经理,零售经理,客户营销与销售,7
电话销售,电话销售,客户营销与销售,7
高级财税顾问,财税咨询顾问,财务分析与财税咨询,7
投资银行业务,投资银行业务,投资研究与投行,7
客户成功经理,客户成功经理,客户营销与销售,7
需求分析师,需求分析师,产品与需求管理,7
柜员,柜员,客户营销与销售,7
金融产品经理,金融产品经理,产品与需求管理,6
大数据开发工程师,大数据开发工程师,数据分析与数据工程,6
渠道经理,渠道经理,客户营销与销售,6
初级java开发工程师,java开发工程师,软件研发与测试运维,6
ETL工程师,etl工程师,数据分析与数据工程,6
证券柜员,证券柜员,客户营销与销售,6
金融实习生,金融实习生,其他运营支持,6
需求分析工程师,需求分析师,产品与需求管理,6
银行客户经理,客户经理,客户营销与销售,6
证券投资顾问助理,证券投资顾问助理,财富管理与投资顾问,6
信用卡销售,信用卡销售,客户营销与销售,6
信用卡客户经理,信用卡客户经理,客户营销与销售,6
私人财富顾问,财富经理,财富管理与投资顾问,6
Java开发,java开发工程师,软件研发与测试运维,5
市场总监,市场总监,其他运营支持,5
数据开发,数据开发工程师,数据分析与数据工程,5
私人财富经理,私人财富经理,财富管理与投资顾问,5
软件测试工程师,测试工程师,软件研发与测试运维,5
经纪人,经纪人,客户营销与销售,5
ai产品经理,ai产品经理,算法与AI工程,5
投顾总监,投顾总监,财富管理与投资顾问,5
高级java开发工程师,java开发工程师,软件研发与测试运维,5
总经理助理,总经理助理,合规审计与法务,5
债券承做岗,债券承做,投资研究与投行,5
高级财富顾问,财富经理,财富管理与投资顾问,5
大客户经理,大客户经理,客户营销与销售,5
AI产品经理,ai产品经理,算法与AI工程,5
财富管理顾问,财富经理,财富管理与投资顾问,5
C/C++,c/c++,软件研发与测试运维,4
营业部副总经理,营业部副总经理,客户营销与销售,4
理财经理/团队经理,理财经理/团队经理,财富管理与投资顾问,4
理财经理/投资顾问,理财经理/投资顾问,财富管理与投资顾问,4
财税实施顾问,财税实施顾问,财务分析与财税咨询,4
测试,测试工程师,软件研发与测试运维,4
资产盘点负责人,资产盘点负责人,财务会计核算,4
银行理财经理,银行理财经理,财富管理与投资顾问,4
机构业务经理,机构业务经理,客户营销与销售,4
需求分析,需求分析师,产品与需求管理,4
理财经理岗,理财经理,财富管理与投资顾问,4
金融渠道经理,金融渠道经理,客户营销与销售,4
基金理财师,基金理财师,财富管理与投资顾问,4
Java工程师,java开发工程师,软件研发与测试运维,4
应用运维,应用运维,软件研发与测试运维,4
数据分析,数据分析师,数据分析与数据工程,4
证券,证券,财富管理与投资顾问,4
ai开发工程师,ai开发工程师,算法与AI工程,3
交付工程师-工程总部,交付工程师-工程,产品与需求管理,3
投资/理财顾问,投资/理财顾问,财富管理与投资顾问,3
投顾助理 (MJ002455),投资顾问,财富管理与投资顾问,3
全栈工程师,全栈工程师,软件研发与测试运维,3
JAVA开发工程师,java开发工程师,软件研发与测试运维,3
投资顾问岗,投资顾问,财富管理与投资顾问,3
财富管理总监,财富管理总监,财富管理与投资顾问,3
英语翻译,英语翻译,其他运营支持,3
大模型算法工程师,大模型算法工程师,算法与AI工程,3
JAVA开发-需出差,java开发-需出差,软件研发与测试运维,3
java中高级开发工程师,java中高级开发工程师,软件研发与测试运维,3
高级需求分析师,需求分析师,产品与需求管理,3
资深财富顾问,财富经理,财富管理与投资顾问,3
机构业务总监,机构业务总监,客户营销与销售,3
电话销售专员,电话销售专员,客户营销与销售,3
财经主播,财经主播,其他运营支持,3
开发工程师,软件开发工程师,软件研发与测试运维,3
私人财富顾问PWA,私人财富顾问pwa,财富管理与投资顾问,3
证券分析师助理,证券分析师助理,投资研究与投行,3
Java（银行）,java开发工程师,软件研发与测试运维,3
大客户销售,大客户销售,客户营销与销售,3
财富顾问岗,财富经理,财富管理与投资顾问,3
前端开发,前端开发,软件研发与测试运维,3
UI设计师,ui设计师,软件研发与测试运维,3
C++开发工程师-经纪业务,c++开发工程师,软件研发与测试运维,3
初中级java开发工程师,java开发工程师,软件研发与测试运维,3
银行合作经理,银行合作经理,客户营销与销售,3
实施顾问,实施顾问,产品与需求管理,3
营销经理,营销经理,客户营销与销售,3
销售专员,销售专员,客户营销与销售,3
兴业银行客户经理,兴业银行客户经理,客户营销与销售,3
跨境支付BD经理,跨境支付bd经理,客户营销与销售,3
营销总监,营销总监,客户营销与销售,3
银行信用卡客户经理,银行信用卡客户经理,客户营销与销售,3
投资顾问助理,投资顾问,财富管理与投资顾问,3
数据仓库,数据仓库,数据分析与数据工程,3
理财投资顾问,理财投资顾问,财富管理与投资顾问,3
辖区营业部财富经理,辖区营业部财富经理,财富管理与投资顾问,3
兴业银行信用卡客户经理,兴业银行信用卡客户经理,客户营销与销售,3
柜台岗,柜台,客户营销与销售,3
初级测试工程师,测试工程师,软件研发与测试运维,2
测试工程师（中高级）,测试工程师,软件研发与测试运维,2
银行零售客户经理,银行零售客户经理,客户营销与销售,2
销售助理,销售助理,客户营销与销售,2
商户风险管理高级专员（跨境收单）,商户风险管理高级专员,风险管理,2
理财规划师,理财规划师,财富管理与投资顾问,2
中级etl工程师,etl工程师,数据分析与数据工程,2
财富管理经理,财富管理经理,财富管理与投资顾问,2
销售专员电话销售,销售专员电话销售,客户营销与销售,2
Java开发工程师-经纪业务,java开发工程师,软件研发与测试运维,2
中级Java开发工程师,java开发工程师,软件研发与测试运维,2
Java开发工程师（中高级）,java开发工程师,软件研发与测试运维,2
Java开发（邮储银行项目）,java开发工程师,软件研发与测试运维,2
算法工程师,算法工程师,算法与AI工程,2
Java开发工程师（26年应届生计算机相关专业,java开发工程师,软件研发与测试运维,2
银行双卡客户经理,银行双卡客户经理,客户营销与销售,2
Java研发工程师,java开发工程师,软件研发与测试运维,2
私人财富顾问岗（PWA）,财富经理,财富管理与投资顾问,2
私人财富顾问（PWA）,财富经理,财富管理与投资顾问,2
大数据平台架构师,大数据平台架构师,数据分析与数据工程,2
金融销售专员,金融销售专员,客户营销与销售,2
大客户销售管培生,大客户销售管培生,客户营销与销售,2
邮储银行信用卡客户经理,邮储银行信用卡客户经理,客户营销与销售,2
银行大堂助理,银行大堂助理,客户营销与销售,2
银行大堂经理,银行大堂经理,客户营销与销售,2
大客户代表,大客户代表,客户营销与销售,2
财税讲师,财税讲师,财务分析与财税咨询,2
前端工程师,前端工程师,软件研发与测试运维,2
银行信用卡专员,银行信用卡专员,客户营销与销售,2
业务咨询岗,业务咨询,其他运营支持,2
大数据运维工程师,大数据运维工程师,数据分析与数据工程,2
web前端开发工程师,web前端开发工程师,软件研发与测试运维,2
邮储银行客户经理,邮储银行客户经理,客户营销与销售,2
金融网销专员,金融网销专员,其他运营支持,2
机构客户经理,机构客户经理,客户营销与销售,2
财税咨询岗,财税咨询,财务分析与财税咨询,2
商务经理,商务经理,客户营销与销售,2
Java开发-国内出差,java开发-国内出差,软件研发与测试运维,2
财经IP岗,财经ip,其他运营支持,2
运维开发工程师,运维开发工程师,软件研发与测试运维,2
大数据开发,数据开发工程师,数据分析与数据工程,2
财富经理/财富团队长,财富经理/财富团队长,财富管理与投资顾问,2
卖方分析师,卖方分析师,投资研究与投行,2
AI应用开发工程师,ai应用开发工程师,软件研发与测试运维,2
AI工程师,ai工程师,算法与AI工程,2
资源采购经理 (MJ001443),资源采购经理,其他运营支持,2
软件实施工程师,软件实施工程师,产品与需求管理,2
资源采购工程师（板端电子料） (MJ001452),资源采购工程师,软件研发与测试运维,2
自动化测试,自动化测试,软件研发与测试运维,2
入职购买五险一金 银行客户经理岗,入职购买五险一金银行客户经理,客户营销与销售,2
前端,前端,软件研发与测试运维,2
AI项目经理,ai项目经理,产品与需求管理,2
交易支持岗,交易支持,其他运营支持,2
证券实习生,证券实习生,其他运营支持,2
应用运维工程师,应用运维工程师,软件研发与测试运维,2
高级产品经理,产品经理,产品与需求管理,2
Android驱动工程师 (MJ001497),android驱动工程师,软件研发与测试运维,2
股权承做,股权承做,投资研究与投行,2
理财服务顾问,理财服务顾问,财富管理与投资顾问,2
BI开发工程师（驻场开发+运维）,bi开发工程师,软件研发与测试运维,2
AI Agent开发工程师,aiagent开发工程师,软件研发与测试运维,2
企业会计,企业会计,财务会计核算,2
跨境支付bd经理,跨境支付bd经理,客户营销与销售,2
跨境支付业务经理,跨境支付业务经理,客户营销与销售,2
高级理财顾问,理财经理,财富管理与投资顾问,2
行业BD,行业bd,客户营销与销售,2
招商银行25届储备客户经理,招商银行25届储备客户经理,客户营销与销售,2
python,python,其他运营支持,2
行业合作经理/大客户经理,行业合作经理/大客户经理,客户营销与销售,2
高级财富经理,财富经理,财富管理与投资顾问,2
招聘专员,专员,其他运营支持,2
Java开发工程师（银行）,java开发工程师,软件研发与测试运维,2
测试工程师-经纪业务,测试工程师-经纪业务,客户营销与销售,2
投资助理,投资助理,投资研究与投行,2
行政主管,行政主管,其他运营支持,2
c语言开发工程师,c语言开发工程师,软件研发与测试运维,2
理财型经纪人,理财型经纪人,客户营销与销售,2
Java开发工程师（金融信贷）,java开发工程师,软件研发与测试运维,2
营业部总经理,营业部总经理,客户营销与销售,2
高级理财经理,理财经理,财富管理与投资顾问,2
高级软件销售（金融行业）(J13607),软件销售,客户营销与销售,2
兴业银行温州分行营业部招聘,兴业银行温州分行营业部招聘,客户营销与销售,2
C++,c++,软件研发与测试运维,2
java初级开发工程师,java初级开发工程师,软件研发与测试运维,2
JAVA,java开发工程师,软件研发与测试运维,2
java后端开发工程师,java后端开发工程师,软件研发与测试运维,2
中级测试工程师,测试工程师,软件研发与测试运维,2
java工程师,java开发工程师,软件研发与测试运维,2
财富顾问总监,财富顾问总监,财富管理与投资顾问,2
证券营业部,证券营业部,客户营销与销售,2
售前技术支持,售前技术支持,产品与需求管理,2
副总经理/总经理助理,副总经理/总经理助理,风险管理,2
分析师助理,分析师助理,投资研究与投行,2
运维,运维,软件研发与测试运维,2
零售客户经理,客户经理,客户营销与销售,2
理财经纪人,理财经纪人,客户营销与销售,2
JAVA（山东出差）,java开发工程师,软件研发与测试运维,2
销售经理,销售经理,客户营销与销售,2
销售管培生,销售管培生,客户营销与销售,2
中级后端开发工程师,后端开发工程师,软件研发与测试运维,2
渗透测试,渗透测试,软件研发与测试运维,2
高级java开发,java开发工程师,软件研发与测试运维,2
证券投资助理,证券投资助理,其他运营支持,2
证券投资助理,证券投资助理,客户营销与销售,2
iOS开发工程师,ios开发工程师,软件研发与测试运维,2
平面设计,平面设计,其他运营支持,2
资深投资顾问,投资顾问,财富管理与投资顾问,2
综合支持岗,综合支持,其他运营支持,2
工单运维,工单运维,软件研发与测试运维,2
软件开发工程师,软件开发工程师,软件研发与测试运维,2
金融大客户经理,金融大客户经理,客户营销与销售,2
软件测试,软件测试,软件研发与测试运维,2
综合管理岗,综合管理,其他运营支持,2
海南自贸区代表,海南自贸区代表,其他运营支持,2
项目经理/主管,项目经理/主管,产品与需求管理,2
中级需求分析师,需求分析师,产品与需求管理,2
项目管理（AI+Python）,项目管理,产品与需求管理,2
市场营销,市场营销,客户营销与销售,2
监察稽核部总经理助理（南华基金）,监察稽核部总经理助理,合规审计与法务,1
直播主播,直播主播,其他运营支持,1
直营业务总监,直营业务总监,其他运营支持,1
直播运营 (MJ002456),直播运营,其他运营支持,1
版本管理员(J15826),版本管理员,其他运营支持,1
物联网开发工程师,物联网开发工程师,软件研发与测试运维,1
环境运维工程师,环境运维工程师,软件研发与测试运维,1
环境运维工程师+线上面试+周末双休,环境运维工程师+线上面试+周末,软件研发与测试运维,1
理财师（嘉兴),理财师,财富管理与投资顾问,1
理财师（嘉兴）(J10115),理财师,财富管理与投资顾问,1
理财经理(诚聘）,理财经理,财富管理与投资顾问,1
理财经理/理财顾问——香港西路营业部,理财经理,财富管理与投资顾问,1
理财经理、投资顾问、财富与机构业务岗,理财经理,财富管理与投资顾问,1
理财经理助理,理财经理助理,财富管理与投资顾问,1
理财经理（员工型经纪人）,理财经理,财富管理与投资顾问,1
理财经理（绵竹、中江片区）,理财经理,财富管理与投资顾问,1
研发培训生,研发培训生,软件研发与测试运维,1
理财经理，投资顾问,理财经理，投资顾问,财富管理与投资顾问,1
理财经理，经纪人,理财经理，经纪人,财富管理与投资顾问,1
理财营销总监,理财营销总监,客户营销与销售,1
理财财富顾问,理财财富顾问,财富管理与投资顾问,1
理财顾问团队长,理财顾问团队长,财富管理与投资顾问,1
生产组长,生产组长,其他运营支持,1
生物医学项目管理,生物医学项目管理,产品与需求管理,1
用户增长渠道运营?（信息流广告优化）,用户增长渠道运营?,客户营销与销售,1
用户增长运营主管,用户增长运营主管,其他运营支持,1
甬江大道营业部-运营服务岗,甬江大道营业部,客户营销与销售,1
电子商务部运营经理（南华基金）,电子商务部运营经理,其他运营支持,1
电话邀约实习生,电话邀约实习生,其他运营支持,1
电销专员,电销专员,其他运营支持,1
理财经理，团队经理,理财经理，团队经理,财富管理与投资顾问,1
老人护工（住家陪护）,老人护工,其他运营支持,1
美甲美睫学徒,美甲美睫学徒,其他运营支持,1
网络销售（炒股软件）,网络销售,客户营销与销售,1
网络运维服务工程师（短期）,网络运维服务工程师,软件研发与测试运维,1
网络运维工程师（线上面试）,网络运维工程师,软件研发与测试运维,1
网络运维工程师,网络运维工程师,软件研发与测试运维,1
网络维护专员,网络维护专员,其他运营支持,1
网络工程师（深圳）(J15778),网络工程师,软件研发与测试运维,1
网络工程师,网络工程师,软件研发与测试运维,1
网管/前台,网管/前台,其他运营支持,1
物业礼宾员（周末双休+包住+横琴人才补贴）,物业礼宾员,其他运营支持,1
网咖 前台 轻松,网咖前台轻松,其他运营支持,1
网上交易运维岗【信息技术部】,网上交易运维,软件研发与测试运维,1
综合管理专员,综合管理专员,其他运营支持,1
综合柜员,综合柜员,客户营销与销售,1
综合岗（温州） J10112,综合,其他运营支持,1
综合业务岗,综合业务,其他运营支持,1
结算(J10061),结算,财务会计核算,1
经济金融讲师,经济金融讲师,其他运营支持,1
线上面试-Java（金融项目，长期稳定）,线上面试-java,软件研发与测试运维,1
线上面试-Java开发（长期稳定，上市公司）,线上面试-java开发,软件研发与测试运维,1
线上客户经理,线上客户经理,客户营销与销售,1
网咖网管,网咖网管,其他运营支持,1
薪酬绩效经理,薪酬绩效经理,其他运营支持,1
营销运营实习生,营销运营实习生,客户营销与销售,1
营销经理(上市公司+五险一金+双休),营销经理,客户营销与销售,1
营销服务实习生,营销服务实习生,客户营销与销售,1
营销总监（江门新会冈州大道中营业部）,营销总监,客户营销与销售,1
营销团队长 六险一金 双休 带薪假 疗养,营销团队长六险一金双休带薪假疗养,客户营销与销售,1
营销主管,营销主管,客户营销与销售,1
营销,营销,客户营销与销售,1
营业部网点筹建负责人,营业部网点筹建负责人,客户营销与销售,1
营业部柜员,营业部柜员,客户营销与销售,1
营业部投资顾问,营业部投资顾问,财富管理与投资顾问,1
职业经理人,职业经理人,其他运营支持,1
自然语言处理算法专家,自然语言处理算法专家,算法与AI工程,1
自动化测试（银行项目）,自动化测试,软件研发与测试运维,1
自动化测试开发【上市公司+六险一金】,自动化测试开发,软件研发与测试运维,1
自动化测试工程师+福利好+上市公司,自动化测试工程师+福利好+上市公司,软件研发与测试运维,1
自动化测试工程师,自动化测试工程师,软件研发与测试运维,1
自动化测试-可签香港合同-长期稳定,自动化测试,软件研发与测试运维,1
能化事业部经理助理,能化事业部经理助理,其他运营支持,1
股票财富顾问,股票财富顾问,财富管理与投资顾问,1
股票投资顾问,股票投资顾问,财富管理与投资顾问,1
股票产品经理,股票产品经理,产品与需求管理,1
聚合支付产品经理,聚合支付产品经理,产品与需求管理,1
营业部总经理助理,营业部总经理助理,客户营销与销售,1
私募产品经理,私募产品经理,产品与需求管理,1
私募业务岗,私募业务,其他运营支持,1
私人财富顾问岗（诚聘）,财富经理,财富管理与投资顾问,1
私人财富顾问岗(PWA),财富经理,财富管理与投资顾问,1
私人财富顾问/投资顾问（财经主播及运营）,私人财富顾问/投资顾问,财富管理与投资顾问,1
私人财富助理,私人财富助理,财富管理与投资顾问,1
私人财富中心经理,私人财富中心经理,财富管理与投资顾问,1
福州-高级网路工程师（项目经理）,福州-高级网路工程师,软件研发与测试运维,1
福州-集成项目经理 （网络技术 +系统集成）,福州-集成项目经理,产品与需求管理,1
福州-客户经理（集成）(J15519),福州-客户经理,客户营销与销售,1
福州-Java工程师(J15728),福州-java工程师,软件研发与测试运维,1
系统集成工程师,系统集成工程师,软件研发与测试运维,1
福州 工商外勤专员实习生,福州工商外勤专员实习生,其他运营支持,1
社群网销,社群网销,其他运营支持,1
社区运营,社区运营,其他运营支持,1
硬件销售(J15769),硬件销售,客户营销与销售,1
硬件运维工程师,硬件运维工程师,软件研发与测试运维,1
硬件测试工程师 (MJ001186),硬件测试工程师,软件研发与测试运维,1
硬件实施工程师,硬件实施工程师,产品与需求管理,1
硬件产品销售(J15766),硬件产品销售,客户营销与销售,1
硬件产品销售(J15652),硬件产品销售,客户营销与销售,1
研究员,研究员,投资研究与投行,1
研发工程师(J15759),研发工程师,软件研发与测试运维,1
福州-ETL工程师(J15727),福州-etl工程师,数据分析与数据工程,1
系统集成工程师,系统集成工程师,产品与需求管理,1
系统运维银行,系统运维银行,软件研发与测试运维,1
系统运维—烟台恒丰驻场,系统运维—烟台恒丰驻场,软件研发与测试运维,1
系统运维,系统运维,软件研发与测试运维,1
系统架构师,系统架构师,软件研发与测试运维,1
系统应用维护人员（ 会devops开发）,系统应用维护人员,软件研发与测试运维,1
系统工程师（工具方向）,系统工程师,软件研发与测试运维,1
系统分析师,系统分析师,投资研究与投行,1
粤语证券客服 (MJ000155),粤语证券客服,客户营销与销售,1
管理人员,管理人员,其他运营支持,1
算法工程师（风控）,算法工程师,算法与AI工程,1
私行理财经理,私行理财经理,财富管理与投资顾问,1
算法工程师（AIME人才计划）,算法工程师,算法与AI工程,1
算力业务拓展经理,算力业务拓展经理,客户营销与销售,1
税后7500！应届优先！五险一金！招商银行！,税后7500！应届优先！五险一金！招商银行！,客户营销与销售,1
税后7500 应届生优先 入职5险1金 招商银行,税后7500应届生优先入职5险1金招商银行,客户营销与销售,1
税务筹划销售 (MJ008441),税务筹划销售,财务分析与财税咨询,1
移民顾问,移民顾问,财务分析与财税咨询,1
移民/留学顾问,移民/留学顾问,其他运营支持,1
移动端开发工程师,移动端开发工程师,软件研发与测试运维,1
移动产品经理,移动产品经理,产品与需求管理,1
私行顾问,私行顾问,财富管理与投资顾问,1
私行顾问,私行顾问,客户营销与销售,1
算法工程师（机器学习、大模型方向）,算法工程师,算法与AI工程,1
数据治理岗（数据安全方向）,数据治理,数据分析与数据工程,1
数据治理专员,数据治理专员,数据分析与数据工程,1
数据模型设计（吉林农商）(J15452),数据模型设计,其他运营支持,1
数据标注 (MJ002218),数据标注,算法与AI工程,1
数据标注,数据标注,数据分析与数据工程,1
数据服务工程师 五险一金周末双休,数据服务工程师五险一金周末,其他运营支持,1
数据整理专员,数据整理专员,其他运营支持,1
数据报表开发工程师,数据报表开发工程师,数据分析与数据工程,1
数据录入/大平台/晋升明确,数据录入,数据分析与数据工程,1
数据录入,数据录入,数据分析与数据工程,1
数据开发（青海农信）(J15177),数据开发工程师,数据分析与数据工程,1
数据开发（银行驻场长期稳定本地化）,数据开发工程师,数据分析与数据工程,1
数据开发（银行业务）,数据开发工程师,数据分析与数据工程,1
测试工程师（线上面试+易面过+稳定）,测试工程师,软件研发与测试运维,1
数据开发（西宁）(J15176),数据开发工程师,数据分析与数据工程,1
数据开发（江西农信）(J14225),数据开发工程师,数据分析与数据工程,1
数据开发（江西农信）(J13836),数据开发工程师,数据分析与数据工程,1
数据开发（光谷）(J12931),数据开发工程师,数据分析与数据工程,1
数据开发工程师（银行项目）,数据开发工程师,数据分析与数据工程,1
数据开发工程师-BJ,数据开发工程师-bj,数据分析与数据工程,1
数据开发/ETL(银行项目）,数据开发/etl,数据分析与数据工程,1
数据开发-监管报送大量招聘,数据开发工程师,数据分析与数据工程,1
数据开发-初级全额社保,数据开发-初级全额社保,数据分析与数据工程,1
数据开发--线下面试,数据开发--线下面试,数据分析与数据工程,1
数据开发(J15613)-九江银行,数据开发-九江银行,数据分析与数据工程,1
数据开发 Hadoop（银行）,数据开发hadoop,数据分析与数据工程,1
数据应用开发岗,数据应用开发,软件研发与测试运维,1
数据库运维（现场复试统本）,数据库运维,软件研发与测试运维,1
数据开发（要有银行工作经验+统本双证）,数据开发工程师,数据分析与数据工程,1
机构业务市场岗（南华基金）,机构业务市场,客户营销与销售,1
机构业务市场岗（南华基金 北京）,机构业务市场,客户营销与销售,1
机构业务岗/私人财富顾问PWA,机构业务,客户营销与销售,1
本地渠道代理商招商BD（支付行业）,本地渠道代理商招商bd,客户营销与销售,1
服装设计师,服装设计师,其他运营支持,1
服装买手助理,服装买手助理,其他运营支持,1
服务经理,服务经理,财富管理与投资顾问,1
服务器虚拟化运维工程师（短期）,服务器虚拟化运维工程师,软件研发与测试运维,1
有效转化专员,有效转化专员,其他运营支持,1
智能运维平台后端技术专家-客服总部,智能运维平台后端技术专家,软件研发与测试运维,1
智能运维工程师,智能运维工程师,软件研发与测试运维,1
智能运维产品经理,智能运维产品经理,产品与需求管理,1
智能座舱工程师,智能座舱工程师,软件研发与测试运维,1
智能体开发（python/java方向）/AI产品经理,智能体开发/ai产品经理,算法与AI工程,1
数据测试人员,数据测试人员,软件研发与测试运维,1
明星投顾工作室产品主理人,明星投顾工作室产品主理人,财富管理与投资顾问,1
日语项目经理（外包联想）,日语项目经理,产品与需求管理,1
日语项目经理,日语项目经理,产品与需求管理,1
日语行政助理,日语行政助理,其他运营支持,1
日语翻译,日语翻译,其他运营支持,1
日常实习——营销策划 (MJ001674),日常实习——营销策划,客户营销与销售,1
无责底薪4500 入职购买五险一金,无责底薪4500入职购买,其他运营支持,1
无责4500【兴业银行惠州】入职购买五险一金,无责4500入职购买,其他运营支持,1
新媒体运营,新媒体运营,其他运营支持,1
整车背光性能及开关工程师（双休，电话面试,整车背光性能及开关工程师,其他运营支持,1
整车耐久性能开发-线上面试、加班费,整车耐久性能开发,软件研发与测试运维,1
数据运营专员,数据运营专员,数据分析与数据工程,1
数据运维工程师,数据运维工程师,软件研发与测试运维,1
数据迁移工程师,数据迁移工程师,数据分析与数据工程,1
智能体开发,智能体开发,软件研发与测试运维,1
招聘实习生（可转正）,实习生,合规审计与法务,1
招聘助理（金融科技行业+可转正）,助理,其他运营支持,1
招聘专家（国际化业务方向）,专家,其他运营支持,1
招聘专员（深圳）,专员,其他运营支持,1
招聘专员（实习）,专员,其他运营支持,1
招聘专员/招聘主管,专员/招聘主管,其他运营支持,1
招聘HR（AI集群商业化方向）-上市科技公司,hr-上市科技公司,产品与需求管理,1
招聘HR,hr,其他运营支持,1
招聘,招聘,其他运营支持,1
招投标专员,招投标专员,其他运营支持,1
招商银行资料录入员,招商银行资料录入员,客户营销与销售,1
招商银行社会招聘【带薪年假/五险一金】,招商银行社会招聘,客户营销与销售,1
招商银行直聘客户经理,招商银行直聘客户经理,客户营销与销售,1
数据库运维工程师,数据库运维工程师,软件研发与测试运维,1
招商银行客户服务专员【六险一金】,招商银行客户服务专员,客户营销与销售,1
招商银行审核专员客户经理,招商银行审核专员客户经理,客户营销与销售,1
招商银行大堂经理助理,招商银行大堂经理助理,客户营销与销售,1
招商银行大堂助理（五险一金+可竞聘转编）,招商银行大堂助理,客户营销与销售,1
招商银行厅堂服务专员,招商银行厅堂服务专员,客户营销与销售,1
招商银行储备干部,招商银行储备干部,客户营销与销售,1
招商银行信用卡中心大堂助理（五险一金）,招商银行信用卡中心大堂助理,客户营销与销售,1
招商银行 周末双休 六险一金 8000+,招商银行周末双休六险一金8000+,客户营销与销售,1
招商银行,招商银行,客户营销与销售,1
拓客渠道开发岗,拓客渠道开发,客户营销与销售,1
报表开发（江苏农信）(J15753),报表开发,数据分析与数据工程,1
报表开发（南京）(J15786),报表开发,数据分析与数据工程,1
投顾顾问,投顾顾问,财富管理与投资顾问,1
投顾平台管理岗,投顾平台管理,财富管理与投资顾问,1
招商银行客户经理,招商银行客户经理,客户营销与销售,1
数据库运维专家-客服总部,数据库运维专家-客服,客户营销与销售,1
数据库开发（上市双休 六险一金）,数据库开发,软件研发与测试运维,1
数据库开发工程师,数据库开发工程师,软件研发与测试运维,1
数据库开发-金融项目-上市公司-全额公积金,数据库开发,软件研发与测试运维,1
数据库工程师+金融项+上市公司+福利好,数据库工程师+金融项+上市公司+福利好,数据分析与数据工程,1
数据库工程师,数据库工程师,数据分析与数据工程,1
数据平台产品经理（金融方向）,数据平台产品经理,产品与需求管理,1
数据分析（驻场银行-长期稳定）,数据分析师,数据分析与数据工程,1
数据分析师（证券方向）,数据分析师,数据分析与数据工程,1
数据分析师,数据分析师,数据分析与数据工程,1
数据分析岗,数据分析师,数据分析与数据工程,1
数据分析专员,数据分析专员,数据分析与数据工程,1
数据产品经理-金融数据规划（base杭州）,数据产品经理,数据分析与数据工程,1
数据产品经理,数据产品经理,数据分析与数据工程,1
招聘经理/主管,经理/主管,其他运营支持,1
数据中心环境设施运维,数据中心环境设施运维,软件研发与测试运维,1
数据AI工程师,数据ai工程师,算法与AI工程,1
数字化产品经理,数字化产品经理,产品与需求管理,1
教育督导,教育督导,其他运营支持,1
政府资产管理专家岗,政府资产管理专家,投资研究与投行,1
政府关系主管,政府关系主管,其他运营支持,1
支付商户运营,支付商户运营,其他运营支持,1
支付业务拓展经理,支付业务拓展经理,客户营销与销售,1
搜索算法专家,搜索算法专家,算法与AI工程,1
提示词/智能体开发工程师,提示词/智能体开发工程师,软件研发与测试运维,1
接听热线电话客服/餐补/年终奖,接听热线电话客服,客户营销与销售,1
接口测试（中行）有加班费 线上面试,接口测试有加班费线上面试,软件研发与测试运维,1
招聘顾问（IT）,顾问,财务分析与财税咨询,1
招聘运营岗,运营,产品与需求管理,1
数据产品售前解决方案专家(J14429),数据产品售前解决方案专家,数据分析与数据工程,1
测试（国际结算）中行 有加班费,测试中行有加班费,软件研发与测试运维,1
测试（不用工具能看懂英文文档）,测试工程师,软件研发与测试运维,1
测试管理岗,测试管理,软件研发与测试运维,1
测试开发（双休+可签香港合同+内地办公）,测试开发,软件研发与测试运维,1
测试开发工程师（可签香港合同）,测试开发工程师,软件研发与测试运维,1
测试开发工程师【上市公司+金融项目】,测试开发工程师,软件研发与测试运维,1
